time,target,true_x,true_z,meas_x,meas_z,measurement_available,est_x,est_z
16.0,TARGET_1,-0.097675,-0.103428,-0.078521,-0.084288,True,-0.08463861095525953,-0.10519727004854797
16.064,TARGET_1,-0.095666,-0.101841,-0.07652,-0.083647,True,-0.07976632311985912,-0.09573942724697446
16.128,TARGET_1,-0.093656,-0.100255,-0.091729,-0.10627,True,-0.08277478460155735,-0.09872319491056884
16.192,TARGET_1,-0.091647,-0.098669,-0.085113,-0.115568,True,-0.08217103823392631,-0.10437159326224446
16.256,TARGET_1,-0.089638,-0.097082,-0.093585,-0.111797,True,-0.08522375974865072,-0.10654082449727255
16.32,TARGET_1,-0.087629,-0.095496,-0.079511,-0.078541,True,-0.08168549913774235,-0.09480952312822863
16.384,TARGET_1,-0.085619,-0.09391,-0.080766,-0.107551,True,-0.07999548581849998,-0.09883705436356559
16.448,TARGET_1,-0.08361,-0.092324,-0.065082,-0.090685,True,-0.07278532179216679,-0.09479118422072125
16.512,TARGET_1,-0.081601,-0.090737,-0.072448,-0.107728,True,-0.07117134906554867,-0.09899862446925986
16.576,TARGET_1,-0.079591,-0.089151,-0.089302,-0.098799,True,-0.07689346445122443,-0.0982023858168001
16.64,TARGET_1,-0.077582,-0.087565,,,False,-0.07494767167607166,-0.09703746685180534
16.704,TARGET_1,-0.075573,-0.085978,-0.087211,-0.101967,True,-0.07990123862450474,-0.09883176099744984
16.768,TARGET_1,-0.073563,-0.084392,-0.061298,-0.087277,True,-0.07101190827547323,-0.09329350626889049
16.832,TARGET_1,-0.071554,-0.082806,,,False,-0.06904303504666383,-0.0920415771331447
16.896,TARGET_1,-0.069545,-0.08122,-0.056007,-0.072458,True,-0.061584285543498,-0.08169621635999248
16.96,TARGET_1,-0.067536,-0.079633,-0.059965,-0.077752,True,-0.05959677721546001,-0.07899537143913937
17.024,TARGET_1,-0.065526,-0.078047,-0.08124,-0.060872,True,-0.0671468850396351,-0.07049762936811241
17.088,TARGET_1,-0.063517,-0.076461,-0.081989,-0.092278,True,-0.0720768935297795,-0.07793689350891446
17.152,TARGET_1,-0.061508,-0.074874,-0.048175,-0.085694,True,-0.06176102885229415,-0.08003612470891182
17.216,TARGET_1,-0.059498,-0.073288,-0.067992,-0.057862,True,-0.06311773566923891,-0.07038390954495219
17.28,TARGET_1,-0.057489,-0.071702,-0.063304,-0.069177,True,-0.06218562141682293,-0.06876478093067966
17.344,TARGET_1,-0.05548,-0.070116,-0.057919,-0.073896,True,-0.0595158519643846,-0.06966297746833201
17.408,TARGET_1,-0.05347,-0.068529,-0.046388,-0.048744,True,-0.05330433849461695,-0.06034700021802574
17.472,TARGET_1,-0.051461,-0.066943,-0.067102,-0.068607,True,-0.05759315327726877,-0.06231880748220069
17.536,TARGET_1,-0.049452,-0.065357,-0.06344,-0.058087,True,-0.05894758162466938,-0.05948769836137072
17.6,TARGET_1,-0.047443,-0.06377,-0.05672,-0.047668,True,-0.05720703220384654,-0.05362290367340704
17.664,TARGET_1,-0.045433,-0.062184,-0.054682,-0.06325,True,-0.05533793700994208,-0.056111962421641126
17.728,TARGET_1,-0.043424,-0.060598,-0.059282,-0.077778,True,-0.05601405157092487,-0.06352375145773473
17.792,TARGET_1,-0.041415,-0.059012,-0.037521,-0.073736,True,-0.04788458448489711,-0.06672063736862832
17.856,TARGET_1,-0.039405,-0.057425,-0.059085,-0.045258,True,-0.051274045276097746,-0.05754001740683413
17.92,TARGET_1,-0.037396,-0.055839,-0.024515,-0.068587,True,-0.03981696372292474,-0.06094993581482748
17.984,TARGET_1,-0.035387,-0.054253,-0.027691,-0.069649,True,-0.03380951906773565,-0.06360078202488507
18.048,TARGET_1,-0.033377,-0.052666,-0.016343,-0.057488,True,-0.02555267655920387,-0.060525303296617636
18.112,TARGET_1,-0.031368,-0.05108,-0.034385,-0.052305,True,-0.027497081138791714,-0.056548299237280025
18.176,TARGET_1,-0.029359,-0.049494,,,False,-0.025185087553492174,-0.055193447304086714
18.24,TARGET_1,-0.02735,-0.047908,-0.031658,-0.039982,True,-0.02713862012779058,-0.04711050177222465
18.304,TARGET_1,-0.02534,-0.046321,,,False,-0.025062635153980387,-0.045383389074759806
18.368,TARGET_1,-0.023331,-0.044735,-0.035661,-0.043438,True,-0.029487614385030718,-0.04354431742589052
18.432,TARGET_1,-0.021322,-0.043149,-0.001748,-0.047911,True,-0.01633508570137109,-0.044490992638764465
18.496,TARGET_1,-0.019312,-0.041562,-0.021685,-0.031022,True,-0.017163127739960378,-0.03800354304086527
18.56,TARGET_1,-0.017303,-0.039976,-0.015995,-0.020939,True,-0.01539513329172197,-0.030032572574889706
18.624,TARGET_1,-0.015294,-0.03839,,,False,-0.013246153980283948,-0.027837074319041106
18.688,TARGET_1,-0.013284,-0.036804,,,False,-0.011097174668845926,-0.025641576063192506
18.752,TARGET_1,-0.011275,-0.035217,-0.014446,-0.046497,True,-0.012025154157038125,-0.036346997809267485
18.816,TARGET_1,-0.009266,-0.033631,-0.008025,-0.034543,True,-0.009124177573815657,-0.034708347228282505
18.88,TARGET_1,-0.007257,-0.032045,,,False,-0.007091349895945619,-0.03320029066473022
18.944,TARGET_1,-0.005247,-0.030458,0.011808,-0.026398,True,0.003428735256517528,-0.029028168126787934
19.008,TARGET_1,-0.003238,-0.028872,0.012215,-0.046623,True,0.00866361008424825,-0.03576397282266415
19.072,TARGET_1,-0.001229,-0.027286,-0.017192,-0.034059,True,-0.0004083787412655932,-0.0343589560418337
19.136,TARGET_1,0.000781,-0.025699,-0.015824,-0.037397,True,-0.005402320359009231,-0.0348561853403293
19.2,TARGET_1,0.00279,-0.024113,,,False,-0.0037928501656219653,-0.03374349703326232
19.264,TARGET_1,0.004799,-0.022527,,,False,-0.0021833799722347,-0.032630808726195344
19.328,TARGET_1,0.006809,-0.020941,0.0061,-0.002022,True,0.00316056868214812,-0.01501315855445223
19.392,TARGET_1,0.008818,-0.019354,-0.009845,-0.03584,True,-0.0017701595788301508,-0.02339813546499437
19.456,TARGET_1,0.010827,-0.017768,0.007294,-0.007472,True,0.0028621579764869826,-0.015899078071075073
19.52,TARGET_1,0.012836,-0.016182,-0.003444,-0.034098,True,0.0012781933967792166,-0.022200485988677243
19.584,TARGET_1,0.014846,-0.014595,0.026525,-0.026209,True,0.012215784639649008,-0.02300216017722802
19.648,TARGET_1,0.016855,-0.013009,0.004877,-0.031273,True,0.010493041648036033,-0.02555561603890237
19.712,TARGET_1,0.018864,-0.011423,0.012397,-0.010764,True,0.012313143439567863,-0.01909496615941901
19.776,TARGET_1,0.020874,-0.009837,0.017688,0.000703,True,0.015508868290869643,-0.010471098606651973
19.84,TARGET_1,0.022883,-0.00825,0.028833,-0.014623,True,0.021898586440510626,-0.011077686888774802
19.904,TARGET_1,0.024892,-0.006664,0.03827,0.012771,True,0.029648408978743074,-0.0006827931043419094
19.968,TARGET_1,0.026902,-0.005078,,,False,0.032070133300041555,0.001397726816438142
20.032,TARGET_1,0.028911,-0.003491,,,False,0.034491857621340036,0.0034782467372181936
20.096,TARGET_1,0.03092,-0.001905,0.042857,-0.010506,True,0.040232779322529555,-0.0034128605917026515
20.16,TARGET_1,0.032929,-0.000319,0.031588,0.018772,True,0.0377202724766607,0.0075447014788196185
20.224,TARGET_1,0.034939,0.001267,0.028156,0.015899,True,0.03507291210988992,0.01226149960556978
20.288,TARGET_1,0.036948,0.002854,0.040207,0.011625,True,0.038370842009892187,0.013341931465575968
20.352,TARGET_1,0.038957,0.00444,0.048504,0.012667,True,0.043687492435117874,0.014383871489728405
20.416,TARGET_1,0.040967,0.006026,0.042419,0.000226,True,0.04457068427882202,0.010043353136967012
20.48,TARGET_1,0.042976,0.007613,0.034878,-0.009849,True,0.04207238857273813,0.003225939319928383
20.544,TARGET_1,0.044985,0.009199,0.053013,0.005991,True,0.047583787393089536,0.005091204224637906
20.608,TARGET_1,0.046995,0.010785,0.040761,-0.003814,True,0.046185987046687894,0.002358262702421692
20.672,TARGET_1,0.049004,0.012371,0.029673,0.02665,True,0.04083316582054036,0.012624185465339369
20.736,TARGET_1,0.051013,0.013958,0.03417,0.019996,True,0.03912943572290254,0.016507162754952766
20.8,TARGET_1,0.053022,0.015544,0.067511,0.01265,True,0.051182743948808035,0.01602445516541614
20.864,TARGET_1,0.055032,0.01713,0.054693,0.001105,True,0.05375792781656301,0.011089082999076773
20.928,TARGET_1,0.057041,0.018717,0.038591,0.02857,True,0.048963128960630924,0.018752577275409254
20.992,TARGET_1,0.05905,0.020303,0.055512,0.023244,True,0.052530542417895135,0.021494612462859216
21.056,TARGET_1,0.06106,0.021889,0.076477,0.039514,True,0.06304875232332913,0.02962875901105342
21.12,TARGET_1,0.063069,0.023475,0.070443,0.013249,True,0.06731610548022665,0.02437099150546674
21.184,TARGET_1,0.065078,0.025062,0.065742,0.04253,True,0.06810425042076967,0.03253277832252071
21.248,TARGET_1,0.067088,0.026648,0.065959,0.024976,True,0.06861380585176433,0.030741321427762917
21.312,TARGET_1,0.069097,0.028234,,,False,0.07076395320123222,0.03251266357365911
21.376,TARGET_1,0.071106,0.029821,,,False,0.0729141005507001,0.034284005719555304
21.44,TARGET_1,0.073115,0.031407,,,False,0.075064247900168,0.0360553478654515
21.504,TARGET_1,0.075125,0.032993,,,False,0.07721439524963589,0.03782669001134769
21.568,TARGET_1,0.077134,0.03458,0.073077,0.033075,True,0.0751677500046572,0.03524405560450289
21.632,TARGET_1,0.079143,0.036166,0.063355,0.01632,True,0.07039989277783333,0.026810972545121183
21.696,TARGET_1,0.081153,0.037752,0.067656,0.052825,True,0.07012580473496736,0.03857117552730753
21.76,TARGET_1,0.083162,0.039338,,,False,0.07161240387907948,0.0401700383196445
21.824,TARGET_1,0.085171,0.040925,0.065411,0.038174,True,0.06929366965205472,0.03998953173269094
21.888,TARGET_1,0.087181,0.042511,0.071194,0.047719,True,0.0708429808841154,0.0441875380176809
21.952,TARGET_1,0.08919,0.044097,0.097197,0.057328,True,0.08240982895693254,0.05054698520890403
22.016,TARGET_1,0.091199,0.045684,0.091175,0.025852,True,0.0870396681494478,0.0417861958485182
22.08,TARGET_1,0.093208,0.04727,0.111614,0.030278,True,0.09802520434554993,0.03800284743709935
22.144,TARGET_1,0.095218,0.048856,0.112206,0.057285,True,0.1051646546478261,0.04626865821786471
22.208,TARGET_1,0.097227,0.050442,0.104528,0.060204,True,0.1065887458075423,0.052654277487940306
22.272,TARGET_1,0.099236,0.052029,,,False,0.10928762891781274,0.05436958494562888
22.336,TARGET_1,0.101246,0.053615,0.093606,0.06988,True,0.1030600120078192,0.06278448967531862
22.4,TARGET_1,0.103255,0.055201,0.106919,0.049665,True,0.10597588979141372,0.058332817733372
22.464,TARGET_1,0.105264,0.056788,0.097854,0.063076,True,0.10397952332204963,0.0612921792150692
22.528,TARGET_1,0.107274,0.058374,0.102239,0.067264,True,0.10448494742617066,0.06476051466585481
22.592,TARGET_1,0.109283,0.05996,0.122137,0.050979,True,0.11266382203277035,0.060416346560298324
22.656,TARGET_1,0.111292,0.061546,0.110947,0.064275,True,0.1133561225281906,0.06287416926808798
22.72,TARGET_1,0.113301,0.063133,,,False,0.11554194053315671,0.0644635574311258
22.784,TARGET_1,0.115311,0.064719,0.129891,0.063439,True,0.1236361705815946,0.06478319626969756
22.848,TARGET_1,0.11732,0.066305,,,False,0.12614882966326202,0.06630234453861565
22.912,TARGET_1,0.119329,0.067892,0.09998,0.060297,True,0.11394799043157873,0.06396145565196455
22.976,TARGET_1,0.121339,0.069478,0.126978,0.080376,True,0.12063262292150428,0.07190741859604553
23.04,TARGET_1,0.123348,0.071064,0.108231,0.057091,True,0.11668266891397208,0.06677826413996307
23.104,TARGET_1,0.125357,0.07265,0.135944,0.091281,True,0.12541779574954562,0.07740588305631436
23.168,TARGET_1,0.127367,0.074237,0.114786,0.081678,True,0.1224193022297853,0.0801987205240726
23.232,TARGET_1,0.129376,0.075823,0.145834,0.078126,True,0.13277040759503506,0.08050487176762193
23.296,TARGET_1,0.131385,0.077409,0.124948,0.071425,True,0.13103112158256827,0.07798583239933883
23.36,TARGET_1,0.133394,0.078996,0.151859,0.071069,True,0.14049738312495744,0.07617906386956391
23.424,TARGET_1,0.135404,0.080582,0.126211,0.062127,True,0.13632017179397488,0.07143557072418766
23.488,TARGET_1,0.137413,0.082168,0.126805,0.092517,True,0.13380609734470603,0.08038750133964591
23.552,TARGET_1,0.139422,0.083754,0.150296,0.081908,True,0.14142648268724142,0.08186917251805886
23.616,TARGET_1,0.141432,0.085341,0.125583,0.083533,True,0.13644980719478644,0.08340842527901181
23.68,TARGET_1,0.143441,0.086927,,,False,0.1381885720971026,0.08487069368766181
23.744,TARGET_1,0.14545,0.088513,,,False,0.13992733699941878,0.08633296209631182
23.808,TARGET_1,0.14746,0.0901,,,False,0.14166610190173495,0.08779523050496182
23.872,TARGET_1,0.149469,0.091686,,,False,0.14340486680405112,0.08925749891361183
23.936,TARGET_1,0.151478,0.093272,0.142689,0.073914,True,0.14350513604756057,0.07950171912015744
24.0,TARGET_1,0.153487,0.094859,,,False,0.14515952267029678,0.08038628712267525
24.064,TARGET_1,0.155497,0.096445,0.150824,0.104538,True,0.149054585899868,0.09427159526761539
24.128,TARGET_1,0.157506,0.098031,0.164857,0.096345,True,0.15719494202736284,0.09606274203419274
24.192,TARGET_1,0.159515,0.099617,,,False,0.15930037220759077,0.09763157177735989
24.256,TARGET_1,0.161525,0.101204,0.167555,0.08262,True,0.16449409072971752,0.09087328895247265
24.32,TARGET_1,0.163534,0.10279,0.144413,0.113951,True,0.15703524293739726,0.10155306473724367
24.384,TARGET_1,0.165543,0.104376,,,False,0.15877939747718356,0.10319338313695664
24.448,TARGET_1,0.167553,0.105963,0.147747,0.110672,True,0.15417049174892158,0.10773675878960665
24.512,TARGET_1,0.169562,0.107549,0.153769,0.115738,True,0.1547885025048283,0.11222564905508767
24.576,TARGET_1,0.171571,0.109135,0.153457,0.124051,True,0.1550419479598005,0.11822496474000269
24.64,TARGET_1,0.17358,0.110721,0.18881,0.094567,True,0.1693682959793941,0.11002977118999183
24.704,TARGET_1,0.17559,0.112308,0.167687,0.103951,True,0.16991609557679743,0.10857065601955487
24.768,TARGET_1,0.177599,0.113894,0.159628,0.124155,True,0.1670068219942957,0.11560733522896001
24.832,TARGET_1,0.179608,0.11548,0.176108,0.106634,True,0.17161693256891886,0.11310312643527434
24.896,TARGET_1,0.181618,0.117067,0.191493,0.104479,True,0.1805908231693411,0.11059476445384489
24.96,TARGET_1,0.183627,0.118653,0.180963,0.103653,True,0.18208771032840074,0.10861640955187497
25.024,TARGET_1,0.185636,0.120239,0.171625,0.134649,True,0.1792714951450486,0.11957750040832289
25.088,TARGET_1,0.187646,0.121825,0.203092,0.135769,True,0.18985272292784572,0.1269799328050234
25.152,TARGET_1,0.189655,0.123412,0.193743,0.139303,True,0.19284160983446097,0.133047382492071
25.216,TARGET_1,0.191664,0.124998,0.208966,0.131849,True,0.20069230085466516,0.1339031147529811
25.28,TARGET_1,0.193673,0.126584,0.207578,0.120017,True,0.20507118660676069,0.12969189878001397
25.344,TARGET_1,0.195683,0.128171,0.202716,0.11278,True,0.20584890782543613,0.12406766581747072
25.408,TARGET_1,0.197692,0.129757,0.193418,0.111714,True,0.202569493346783,0.11999583029742798
25.472,TARGET_1,0.199701,0.131343,0.203168,0.140374,True,0.20424238547503396,0.12869253806351205
25.536,TARGET_1,0.201711,0.132929,0.221633,0.124066,True,0.21253641556926986,0.1277544010645401
25.6,TARGET_1,0.20372,0.134516,0.185866,0.131266,True,0.20359717381819725,0.12995455483310436
25.664,TARGET_1,0.205729,0.136102,,,False,0.205615839069843,0.13134423241293156
25.728,TARGET_1,0.207739,0.137688,0.190115,0.135831,True,0.19912727949655779,0.134237813328787
25.792,TARGET_1,0.209748,0.139275,0.209264,0.146625,True,0.2043676494425266,0.14040308255217177
25.856,TARGET_1,0.211757,0.140861,0.231006,0.122084,True,0.21629864190293854,0.13393396320006185
25.92,TARGET_1,0.213766,0.142447,0.205615,0.152587,True,0.21340431265411722,0.1421761445043572
25.984,TARGET_1,0.215776,0.144033,0.21644,0.14459,True,0.21583201000504437,0.14413915481038253
26.048,TARGET_1,0.217785,0.14562,0.232275,0.148532,True,0.22358643926988267,0.146895720067081
26.112,TARGET_1,0.219794,0.147206,,,False,0.22595510320336828,0.14863800689391754
26.176,TARGET_1,0.221804,0.148792,0.237994,0.133981,True,0.23302060012723252,0.1424151552533969
26.24,TARGET_1,0.223813,0.150379,,,False,0.23564883406376227,0.14371724950356443
26.304,TARGET_1,0.225822,0.151965,0.243797,0.136644,True,0.24110846831744348,0.14072328522224575
26.368,TARGET_1,0.227832,0.153551,0.228994,0.160495,True,0.23734605838764575,0.1500087223328533
26.432,TARGET_1,0.229841,0.155138,0.237509,0.168826,True,0.2388382098789979,0.15866073234666295
26.496,TARGET_1,0.23185,0.156724,0.224112,0.156313,True,0.2343368312377824,0.15885846793418562
26.56,TARGET_1,0.233859,0.15831,0.233288,0.168835,True,0.2351188602502273,0.16392167501628083
26.624,TARGET_1,0.235869,0.159896,0.221661,0.141134,True,0.23094462876375335,0.156090684011652
26.688,TARGET_1,0.237878,0.161483,0.256159,0.167379,True,0.24188470893182437,0.1614333970840298
26.752,TARGET_1,0.239887,0.163069,0.224105,0.155842,True,0.23612247748621237,0.16022617165285083
26.816,TARGET_1,0.241897,0.164655,0.251537,0.158989,True,0.24322905158647914,0.1606448073832118
26.88,TARGET_1,0.243906,0.166242,0.24595,0.170207,True,0.24549761654944038,0.16529985566190403
26.944,TARGET_1,0.245915,0.167828,0.239769,0.15841,True,0.24443278855595793,0.16355414524964892
27.008,TARGET_1,0.247925,0.169414,0.230764,0.171802,True,0.2401221459520367,0.16768387321681552
27.072,TARGET_1,0.249934,0.171,,,False,0.24159448506734138,0.1692687539432285
27.136,TARGET_1,0.251943,0.172587,0.253216,0.159901,True,0.2479950151302406,0.16553530380193263
27.2,TARGET_1,0.253952,0.174173,,,False,0.2497401560308189,0.16682578640724705
27.264,TARGET_1,0.255962,0.175759,0.246105,0.16439,True,0.24872547603266973,0.16620488099322459
27.328,TARGET_1,0.257971,0.177346,0.274099,0.178829,True,0.2607675538898538,0.17241647914986227
27.392,TARGET_1,0.25998,0.178932,0.25239,0.169671,True,0.25858445332763996,0.1721423917486354
27.456,TARGET_1,0.26199,0.180518,0.264326,0.175569,True,0.26204449096677696,0.17433645694259223
27.52,TARGET_1,0.263999,0.182104,,,False,0.26405545049532186,0.17574768448881517
27.584,TARGET_1,0.266008,0.183691,,,False,0.2660664100238668,0.1771589120350381
27.648,TARGET_1,0.268018,0.185277,0.254983,0.171234,True,0.2607485861027177,0.17446417799734587
27.712,TARGET_1,0.270027,0.186863,0.251062,0.176815,True,0.25722161525168213,0.17618239501002636
27.776,TARGET_1,0.272036,0.18845,,,False,0.2585597787022169,0.17740095285402344
27.84,TARGET_1,0.274045,0.190036,,,False,0.2598979421527517,0.1786195106980205
27.904,TARGET_1,0.276055,0.191622,0.260082,0.17358,True,0.26057546318050756,0.1762557745545853
27.968,TARGET_1,0.278064,0.193208,,,False,0.26187854801327337,0.17728412069375019
28.032,TARGET_1,0.280073,0.194795,0.265573,0.180367,True,0.2644631781999364,0.17941350120580277
28.096,TARGET_1,0.282083,0.196381,0.274672,0.176427,True,0.26978260928888953,0.17868041107110566
28.16,TARGET_1,0.284092,0.197967,,,False,0.2713651187730426,0.17966958471397396
28.224,TARGET_1,0.286101,0.199554,,,False,0.27294762825719565,0.18065875835684225
28.288,TARGET_1,0.288111,0.20114,0.272386,0.191744,True,0.27330764087644005,0.1874042839542705
28.352,TARGET_1,0.285684,0.201956,0.271941,0.19213,True,0.27350374635344593,0.19027097309818394
28.416,TARGET_1,0.283258,0.202773,0.273172,0.191346,True,0.27420497303699576,0.1915223614644251
28.48,TARGET_1,0.280832,0.203589,0.280954,0.18846,True,0.27777279521022413,0.19110028173191465
28.544,TARGET_1,0.278405,0.204406,0.291401,0.224136,True,0.28412641938882555,0.20504452505262716
28.608,TARGET_1,0.275979,0.205222,0.257358,0.189142,True,0.27458604605091974,0.19992664463600573
28.672,TARGET_1,0.273553,0.206039,0.273359,0.214526,True,0.2748006210380949,0.2066634834895066
28.736,TARGET_1,0.271126,0.206855,0.256257,0.214654,True,0.2681294430085653,0.21095603910805286
28.8,TARGET_1,0.2687,0.207672,,,False,0.2687989376023071,0.2129621638494948
28.864,TARGET_1,0.266274,0.208488,0.285646,0.191785,True,0.27732488890121,0.20370958114460083
28.928,TARGET_1,0.263847,0.209305,0.248186,0.227085,True,0.2654256987052269,0.2145483382148528
28.992,TARGET_1,0.261421,0.210121,0.260947,0.210052,True,0.2638210546625045,0.21383518817098415
29.056,TARGET_1,0.258995,0.210938,0.249283,0.216129,True,0.25815714422701264,0.21580931941173745
29.12,TARGET_1,0.256569,0.211754,,,False,0.2580999990502092,0.2175814735412002
29.184,TARGET_1,0.254142,0.212571,0.269633,0.219337,True,0.2636882354205866,0.21934552858855405
29.248,TARGET_1,0.251716,0.213387,,,False,0.2639426015179565,0.22111723581192794
29.312,TARGET_1,0.24929,0.214204,0.24836,0.207609,True,0.2560675381660498,0.21504544534612055
29.376,TARGET_1,0.246863,0.21502,,,False,0.2558798091321001,0.21639060699670373
29.44,TARGET_1,0.244437,0.215837,,,False,0.2556920800981504,0.21773576864728691
29.504,TARGET_1,0.242011,0.216653,,,False,0.2555043510642007,0.2190809302978701
29.568,TARGET_1,0.239584,0.21747,0.247796,0.216938,True,0.2504954279558865,0.21819000453905046
